"primaryKey","teamId","seasonPlayed","leagueId","playerName","number","position","height","weight","birthDate","age","experience","school","playerId","season","dt"
"1627823_1610612743_2017-18","1610612743","2017","00","Juancho Hernangomez","41","F","6-9","230","SEP 28, 1995","22.0","1","","1627823","2017-18","2018-04-13T22:39:11.529"
"1627824_1610612738_2017-18","1610612738","2017","00","Guerschon Yabusele","30","F","6-8","260","DEC 17, 1995","22.0","R","","1627824","2017-18","2018-04-13T22:39:11.529"
"1627826_1610612747_2017-18","1610612747","2017","00","Ivica Zubac","40","C","7-1","240","MAR 18, 1997","21.0","1","","1627826","2017-18","2018-04-13T22:39:11.529"
"1627827_1610612742_2017-18","1610612742","2017","00","Dorian Finney-Smith","10","F","6-8","220","MAY 04, 1993","24.0","1","Florida","1627827","2017-18","2018-04-13T22:39:11.529"
"1627832_1610612761_2017-18","1610612761","2017","00","Fred VanVleet","23","G","6-0","195","FEB 25, 1994","24.0","1","Wichita State","1627832","2017-18","2018-04-13T22:39:11.529"
"1627834_1610612757_2017-18","1610612757","2017","00","Georgios Papagiannis","19","C","7-1","240","JUL 03, 1997","20.0","1","","1627834","2017-18","2018-04-13T22:39:11.529"
"1627834_1610612758_2017-18","1610612758","2017","00","Georgios Papagiannis","13","C","7-1","240","JUL 03, 1997","20.0","1","","1627834","2017-18","2018-02-04T07:40:59.388"
"1627835_1610612741_2017-18","1610612741","2017","00","Paul Zipser","16","F","6-8","226","FEB 18, 1994","24.0","1","","1627835","2017-18","2018-04-13T22:39:11.529"
"1627846_1610612738_2017-18","1610612738","2017","00","Abdel Nader","28","F","6-6","230","SEP 25, 1993","24.0","R","Iowa State","1627846","2017-18","2018-04-13T22:39:11.529"
"1627850_1610612749_2017-18","1610612749","2017","00","Marshall Plumlee","40","C","7-0","250","JUL 14, 1992","25.0","1","Duke","1627850","2017-18","2018-04-13T22:39:11.529"
"1627852_1610612737_2017-18","1610612737","2017","00","Nicolas Brussino","16","F","6-8","195","MAR 02, 1993","24.0","1","","1627852","2017-18","2018-01-15T12:01:23.04"
"1627853_1610612741_2017-18","1610612741","2017","00","Ryan Arcidiacono","15","G","6-3","195","MAR 26, 1994","24.0","R","Villanova","1627853","2017-18","2018-04-13T22:39:11.529"
"1627854_1610612759_2017-18","1610612759","2017","00","Bryn Forbes","11","G","6-3","190","JUL 23, 1993","24.0","1","Michigan State","1627854","2017-18","2018-04-13T22:39:11.529"
"1627855_1610612739_2017-18","1610612739","2017","00","Okaro White","9","F","6-8","215","AUG 13, 1992","25.0","1","Florida State","1627855","2017-18","2018-04-13T22:39:11.529"
"1627855_1610612748_2017-18","1610612748","2017","00","Okaro White","15","F","6-8","215","AUG 13, 1992","25.0","1","Florida State","1627855","2017-18","2018-02-04T07:40:59.388"
"1627856_1610612759_2017-18","1610612759","2017","00","Matt Costello","10","F-C","6-10","240","AUG 05, 1993","24.0","R","Michigan State","1627856","2017-18","2018-04-13T22:39:11.529"
"1627858_1610612742_2017-18","1610612742","2017","00","Kyle Collinsworth","8","G","6-6","210","OCT 03, 1991","26.0","R","Brigham Young","1627858","2017-18","2018-04-13T22:39:11.529"
"1627863_1610612756_2017-18","1610612756","2017","00","Danuel House","23","F-G","6-7","220","JUN 07, 1993","24.0","1","Texas A&M","1627863","2017-18","2018-04-13T22:39:11.529"
"1627866_1610612742_2017-18","1610612742","2017","00","Jameel Warney","32","F","6-8","260","JAN 31, 1994","24.0","R","Stony Brook","1627866","2017-18","2018-03-19T14:36:33.05"
"1627875_1610612750_2017-18","1610612750","2017","00","Marcus Georges-Hunt","13","G","6-5","226","MAR 28, 1994","24.0","1","Georgia Tech","1627875","2017-18","2018-04-13T22:39:11.529"
"1627883_1610612740_2017-18","1610612740","2017","00","Jalen Jones","12","F","6-7","220","MAY 27, 1993","24.0","R","Texas A&M","1627883","2017-18","2018-01-03T15:59:32.473"
"1627883_1610612742_2017-18","1610612742","2017","00","Jalen Jones","21","F","6-7","220","MAY 27, 1993","24.0","R","Texas A&M","1627883","2017-18","2018-04-13T22:39:11.529"
"1627884_1610612748_2017-18","1610612748","2017","00","Derrick Jones Jr.","5","F-G","6-7","200","FEB 15, 1997","21.0","1","Nevada-Las Vegas","1627884","2017-18","2018-04-13T22:39:11.529"
"1627885_1610612756_2017-18","1610612756","2017","00","Shaquille Harrison","10","G","6-4","190","OCT 06, 1993","24.0","R","Tulsa","1627885","2017-18","2018-04-13T22:39:11.529"
"1627936_1610612747_2017-18","1610612747","2017","00","Alex Caruso","4","G","6-5","186","FEB 28, 1994","24.0","R","Texas A&M","1627936","2017-18","2018-04-13T22:39:11.529"
"1627982_1610612756_2017-18","1610612756","2017","00","Josh Gray","14","G","6-1","180","SEP 09, 1993","24.0","R","Louisiana State","1627982","2017-18","2018-02-14T04:58:03.217"
"1627988_1610612763_2017-18","1610612763","2017","00","Myke Henry","4","F","6-6","210","DEC 23, 1992","25.0","R","DePaul","1627988","2017-18","2018-04-13T22:39:11.529"
"1628021_1610612741_2017-18","1610612741","2017","00","David Nwaba","11","F","6-4","209","JAN 14, 1993","25.0","1","Cal Poly-S.L.O.","1628021","2017-18","2018-04-13T22:39:11.529"
"1628035_1610612761_2017-18","1610612761","2017","00","Alfonzo McKinnie","34","F","6-8","215","SEP 17, 1992","25.0","R","Wisc.-Green Bay","1628035","2017-18","2018-04-13T22:39:11.529"
"1628365_1610612755_2017-18","1610612755","2017","00","Markelle Fultz","20","G","6-4","200","MAY 29, 1998","19.0","R","Washington","1628365","2017-18","2018-04-13T22:39:11.529"
"1628366_1610612747_2017-18","1610612747","2017","00","Lonzo Ball","2","G","6-6","190","OCT 27, 1997","20.0","R","California-Los Angeles","1628366","2017-18","2018-04-13T22:39:11.529"
"1628367_1610612756_2017-18","1610612756","2017","00","Josh Jackson","20","G-F","6-8","200","FEB 10, 1997","21.0","R","Kansas","1628367","2017-18","2018-04-13T22:39:11.529"
"1628368_1610612758_2017-18","1610612758","2017","00","DeAaron Fox","5","G","6-3","175","DEC 20, 1997","20.0","R","Kentucky","1628368","2017-18","2018-04-13T22:39:11.529"
"1628369_1610612738_2017-18","1610612738","2017","00","Jayson Tatum","0","F","6-8","205","MAR 03, 1998","20.0","R","Duke","1628369","2017-18","2018-04-13T22:39:11.529"
"1628370_1610612766_2017-18","1610612766","2017","00","Malik Monk","1","G","6-3","200","FEB 04, 1998","20.0","R","Kentucky","1628370","2017-18","2018-04-13T22:39:11.529"
"1628371_1610612753_2017-18","1610612753","2017","00","Jonathan Isaac","1","F","6-10","210","OCT 03, 1997","20.0","R","Florida State","1628371","2017-18","2018-04-13T22:39:11.529"
"1628372_1610612742_2017-18","1610612742","2017","00","Dennis Smith Jr.","1","G","6-3","195","NOV 25, 1997","20.0","R","North Carolina State","1628372","2017-18","2018-04-13T22:39:11.529"
"1628373_1610612752_2017-18","1610612752","2017","00","Frank Ntilikina","11","G","6-5","190","JUL 28, 1998","19.0","R","","1628373","2017-18","2018-04-13T22:39:11.529"
"1628374_1610612741_2017-18","1610612741","2017","00","Lauri Markkanen","24","F","7-0","230","MAY 22, 1997","20.0","R","Arizona","1628374","2017-18","2018-04-13T22:39:11.529"
"1628378_1610612762_2017-18","1610612762","2017","00","Donovan Mitchell","45","G","6-3","215","SEP 07, 1996","21.0","R","Louisville","1628378","2017-18","2018-04-13T22:39:11.529"
"1628379_1610612765_2017-18","1610612765","2017","00","Luke Kennard","5","G","6-5","200","JUN 24, 1996","21.0","R","Duke","1628379","2017-18","2018-04-13T22:39:11.529"
"1628380_1610612757_2017-18","1610612757","2017","00","Zach Collins","33","C-F","7-0","230","NOV 19, 1997","20.0","R","Gonzaga","1628380","2017-18","2018-04-13T22:39:11.529"
"1628381_1610612737_2017-18","1610612737","2017","00","John Collins","20","F-C","6-10","235","SEP 23, 1997","20.0","R","Wake Forest","1628381","2017-18","2018-04-13T22:39:11.529"
"1628382_1610612758_2017-18","1610612758","2017","00","Justin Jackson","25","F","6-8","210","MAR 28, 1995","23.0","R","North Carolina","1628382","2017-18","2018-04-13T22:39:11.529"
"1628383_1610612750_2017-18","1610612750","2017","00","Justin Patton","24","C","7-0","236","JUN 14, 1997","20.0","R","Creighton","1628383","2017-18","2018-04-13T22:39:11.529"
"1628384_1610612761_2017-18","1610612761","2017","00","OG Anunoby","3","F","6-8","235","JUL 17, 1997","20.0","R","Indiana","1628384","2017-18","2018-04-13T22:39:11.529"
"1628385_1610612758_2017-18","1610612758","2017","00","Harry Giles III","20","F-C","6-10","240","APR 22, 1998","19.0","R","Duke","1628385","2017-18","2018-04-13T22:39:11.529"
"1628386_1610612751_2017-18","1610612751","2017","00","Jarrett Allen","31","C","6-11","234","APR 21, 1998","19.0","R","Texas","1628386","2017-18","2018-04-13T22:39:11.529"
"1628387_1610612754_2017-18","1610612754","2017","00","Ike Anigbogu","13","C","6-10","262","OCT 16, 1998","19.0","R","California-Los Angeles","1628387","2017-18","2018-04-13T22:39:11.529"
"1628388_1610612754_2017-18","1610612754","2017","00","TJ Leaf","22","F","6-10","230","APR 30, 1997","20.0","R","California-Los Angeles","1628388","2017-18","2018-04-13T22:39:11.529"
"1628389_1610612748_2017-18","1610612748","2017","00","Bam Adebayo","13","C-F","6-10","255","JUL 18, 1997","20.0","R","Kentucky","1628389","2017-18","2018-04-13T22:39:11.529"
"1628390_1610612760_2017-18","1610612760","2017","00","Terrance Ferguson","23","G","6-7","184","MAY 17, 1998","19.0","R","","1628390","2017-18","2018-04-13T22:39:11.529"
"1628391_1610612749_2017-18","1610612749","2017","00","D.J. Wilson","5","F","6-10","236","FEB 19, 1996","22.0","R","Michigan","1628391","2017-18","2018-04-13T22:39:11.529"
"1628393_1610612746_2017-18","1610612746","2017","00","Jawun Evans","1","G","6-0","190","JUL 26, 1996","21.0","R","Oklahoma State","1628393","2017-18","2018-04-13T22:39:11.529"
"1628395_1610612744_2017-18","1610612744","2017","00","Jordan Bell","2","C-F","6-9","224","JAN 07, 1995","23.0","R","Oregon","1628395","2017-18","2018-04-13T22:39:11.529"
"1628396_1610612762_2017-18","1610612762","2017","00","Tony Bradley","13","C","6-10","248","JAN 08, 1998","20.0","R","North Carolina","1628396","2017-18","2018-04-13T22:39:11.529"
"1628397_1610612763_2017-18","1610612763","2017","00","Ivan Rabb","10","F","6-10","220","FEB 04, 1997","21.0","R","California","1628397","2017-18","2018-04-13T22:39:11.529"
"1628398_1610612747_2017-18","1610612747","2017","00","Kyle Kuzma","0","F","6-9","220","JUL 24, 1995","22.0","R","Utah","1628398","2017-18","2018-04-13T22:39:11.529"
"1628399_1610612743_2017-18","1610612743","2017","00","Tyler Lydon","20","F","6-9","220","APR 09, 1996","22.0","R","Syracuse","1628399","2017-18","2018-04-13T22:39:11.529"
"1628400_1610612738_2017-18","1610612738","2017","00","Semi Ojeleye","37","F","6-7","235","DEC 05, 1994","23.0","R","Southern Methodist","1628400","2017-18","2018-04-13T22:39:11.529"
"1628401_1610612759_2017-18","1610612759","2017","00","Derrick White","4","G","6-4","190","JUL 02, 1994","23.0","R","Colorado","1628401","2017-18","2018-04-13T22:39:11.529"
"1628402_1610612740_2017-18","1610612740","2017","00","Frank Jackson","15","G","6-3","205","MAY 04, 1998","19.0","R","Duke","1628402","2017-18","2018-04-13T22:39:11.529"
"1628403_1610612757_2017-18","1610612757","2017","00","Caleb Swanigan","50","F-C","6-8","250","APR 18, 1997","20.0","R","Purdue","1628403","2017-18","2018-04-13T22:39:11.529"
"1628404_1610612747_2017-18","1610612747","2017","00","Josh Hart","5","G","6-5","215","MAR 06, 1995","23.0","R","Villanova","1628404","2017-18","2018-04-13T22:39:11.529"
"1628405_1610612742_2017-18","1610612742","2017","00","Johnathan Motley","6","F","6-10","230","MAY 04, 1995","22.0","R","Baylor","1628405","2017-18","2018-04-13T22:39:11.529"
"1628407_1610612766_2017-18","1610612766","2017","00","Dwayne Bacon","7","F","6-7","221","AUG 30, 1995","22.0","R","Florida State","1628407","2017-18","2018-04-13T22:39:11.529"
"1628408_1610612760_2017-18","1610612760","2017","00","PJ Dozier","35","G","6-6","205","OCT 25, 1996","21.0","R","South Carolina","1628408","2017-18","2018-04-13T22:39:11.529"
"1628409_1610612756_2017-18","1610612756","2017","00","Alec Peters","25","F","6-9","235","APR 13, 1995","23.0","R","Valparaiso","1628409","2017-18","2018-04-13T22:39:11.529"
"1628410_1610612754_2017-18","1610612754","2017","00","Edmond Sumner","5","G","6-5","188","DEC 31, 1995","22.0","R","Xavier","1628410","2017-18","2018-04-13T22:39:11.529"
"1628411_1610612753_2017-18","1610612753","2017","00","Wes Iwundu","25","F","6-7","195","DEC 20, 1994","23.0","R","Kansas State","1628411","2017-18","2018-04-13T22:39:11.529"
"1628412_1610612758_2017-18","1610612758","2017","00","Frank Mason","10","G","5-11","190","APR 03, 1994","24.0","R","Kansas","1628412","2017-18","2018-04-13T22:39:11.529"
"1628414_1610612746_2017-18","1610612746","2017","00","Sindarius Thornwell","0","G","6-5","215","NOV 15, 1994","23.0","R","South Carolina","1628414","2017-18","2018-04-13T22:39:11.529"
"1628415_1610612763_2017-18","1610612763","2017","00","Dillon Brooks","24","F-G","6-6","220","JAN 22, 1996","22.0","R","Oregon","1628415","2017-18","2018-04-13T22:39:11.529"
"1628416_1610612737_2017-18","1610612737","2017","00","Tyler Dorsey","2","G","6-5","183","FEB 18, 1996","22.0","R","Oregon","1628416","2017-18","2018-04-13T22:39:11.529"
"1628418_1610612747_2017-18","1610612747","2017","00","Thomas Bryant","31","C","6-10","248","JUL 31, 1997","20.0","R","Indiana","1628418","2017-18","2018-04-13T22:39:11.529"
"1628420_1610612743_2017-18","1610612743","2017","00","Monte Morris","11","G","6-3","175","JUN 27, 1995","22.0","R","Iowa State","1628420","2017-18","2018-04-13T22:39:11.529"
"1628421_1610612764_2017-18","1610612764","2017","00","Devin Robinson","7","F","6-8","200","MAR 07, 1995","23.0","R","Florida","1628421","2017-18","2018-04-13T22:39:11.529"
"1628422_1610612752_2017-18","1610612752","2017","00","Damyean Dotson","21","G","6-5","210","MAY 06, 1994","23.0","R","Houston","1628422","2017-18","2018-04-13T22:39:11.529"
"1628424_1610612763_2017-18","1610612763","2017","00","Kobi Simmons","2","G","6-4","170","JUL 04, 1997","20.0","R","Arizona","1628424","2017-18","2018-04-13T22:39:11.529"
"1628425_1610612749_2017-18","1610612749","2017","00","Sterling Brown","23","G","6-6","230","FEB 10, 1995","23.0","R","Southern Methodist","1628425","2017-18","2018-04-13T22:39:11.529"
"1628429_1610612740_2017-18","1610612740","2017","00","Charles Cooke","4","G","6-5","196","JUL 01, 1994","23.0","R","Dayton","1628429","2017-18","2018-04-13T22:39:11.529"
"1628432_1610612756_2017-18","1610612756","2017","00","Davon Reed","32","G","6-6","210","JUN 11, 1995","22.0","R","Miami (FL)","1628432","2017-18","2018-04-13T22:39:11.529"
"1628436_1610612752_2017-18","1610612752","2017","00","Luke Kornet","2","F-C","7-1","250","JUL 15, 1995","22.0","R","Vanderbilt","1628436","2017-18","2018-04-13T22:39:11.529"
"1628439_1610612752_2017-18","1610612752","2017","00","Isaiah Hicks","4","F","6-9","242","JUL 24, 1994","23.0","R","North Carolina","1628439","2017-18","2018-04-13T22:39:11.529"
"1628443_1610612738_2017-18","1610612738","2017","00","Kadeem Allen","45","G","6-3","200","JAN 15, 1993","25.0","R","Arizona","1628443","2017-18","2018-04-13T22:39:11.529"
"1628444_1610612738_2017-18","1610612738","2017","00","Jabari Bird","26","G","6-6","198","JUL 03, 1994","23.0","R","California","1628444","2017-18","2018-04-13T22:39:11.529"
"1628449_1610612744_2017-18","1610612744","2017","00","Chris Boucher","25","F","6-10","200","JAN 11, 1993","25.0","R","Oregon","1628449","2017-18","2018-04-13T22:39:11.529"
"1628451_1610612751_2017-18","1610612751","2017","00","Jacob Wiley","21","F","6-8","223","SEP 04, 1994","23.0","R","Eastern Washington","1628451","2017-18","2018-01-15T12:01:23.04"
"1628454_1610612764_2017-18","1610612764","2017","00","Mike Young","4","F","6-9","235","SEP 05, 1994","23.0","R","Pittsburgh","1628454","2017-18","2018-01-03T15:59:32.473"
"1628455_1610612740_2017-18","1610612740","2017","00","Mike James","5","G","6-1","195","AUG 18, 1990","27.0","R","Lamar","1628455","2017-18","2018-02-04T07:40:59.388"
"1628462_1610612746_2017-18","1610612746","2017","00","Milos Teodosic","4","G","6-5","196","MAR 19, 1987","31.0","R","","1628462","2017-18","2018-04-13T22:39:11.529"
"1628463_1610612737_2017-18","1610612737","2017","00","Tyler Cavanaugh","34","F","6-9","238","FEB 09, 1994","24.0","R","George Washington","1628463","2017-18","2018-04-13T22:39:11.529"
"1628464_1610612738_2017-18","1610612738","2017","00","Daniel Theis","27","F-C","6-9","243","APR 04, 1992","26.0","R","","1628464","2017-18","2018-04-13T22:39:11.529"
"1628467_1610612742_2017-18","1610612742","2017","00","Maxi Kleber","42","F","6-11","220","JAN 29, 1992","26.0","R","","1628467","2017-18","2018-04-13T22:39:11.529"
"1628469_1610612741_2017-18","1610612741","2017","00","Antonio Blakeney","9","G","6-4","197","OCT 04, 1996","21.0","R","Louisiana State","1628469","2017-18","2018-04-13T22:39:11.529"
"1628470_1610612743_2017-18","1610612743","2017","00","Torrey Craig","3","G-F","6-6","215","DEC 19, 1990","27.0","R","South Carolina Upstate","1628470","2017-18","2018-04-13T22:39:11.529"
"1628475_1610612748_2017-18","1610612748","2017","00","Matt Williams Jr.","12","G","6-5","210","OCT 14, 1993","24.0","R","Central Florida","1628475","2017-18","2017-12-26T15:55:44.749"
"1628476_1610612748_2017-18","1610612748","2017","00","Derrick Walton Jr.","14","G","6-1","185","APR 03, 1995","23.0","R","Michigan","1628476","2017-18","2018-04-13T22:39:11.529"
"1628493_1610612766_2017-18","1610612766","2017","00","Mangok Mathiang","9","F-C","6-10","230","OCT 08, 1992","25.0","R","Louisville","1628493","2017-18","2018-04-13T22:39:11.529"
"1628495_1610612751_2017-18","1610612751","2017","00","Milton Doyle","14","G","6-4","180","OCT 31, 1993","24.0","R","Loyola (Chicago)","1628495","2017-18","2018-04-13T22:39:11.529"
"1628499_1610612737_2017-18","1610612737","2017","00","Antonius Cleveland","0","G","6-6","195","FEB 02, 1994","24.0","R","Southeast Missouri State","1628499","2017-18","2018-04-13T22:39:11.529"
"1628500_1610612754_2017-18","1610612754","2017","00","Ben Moore","26","F","6-8","220","MAY 13, 1995","22.0","R","Southern Methodist","1628500","2017-18","2018-04-13T22:39:11.529"
"1628502_1610612747_2017-18","1610612747","2017","00","Nigel Hayes","15","F","6-7","254","DEC 16, 1994","23.0","R","Wisconsin","1628502","2017-18","2018-01-29T06:32:35.042"
"1628502_1610612758_2017-18","1610612758","2017","00","Nigel Hayes","40","F","6-7","254","DEC 16, 1994","23.0","R","Wisconsin","1628502","2017-18","2018-04-13T22:39:11.529"
"1628502_1610612761_2017-18","1610612761","2017","00","Nigel Hayes","2","F","6-7","254","DEC 16, 1994","23.0","R","Wisconsin","1628502","2017-18","2018-03-19T14:36:33.05"
"1628503_1610612753_2017-18","1610612753","2017","00","Jamel Artis","0","G","6-7","213","JAN 12, 1993","25.0","R","Pittsburgh","1628503","2017-18","2018-04-13T22:39:11.529"
"1628504_1610612763_2017-18","1610612763","2017","00","Xavier Rathan-Mayes","22","G","6-4","208","APR 29, 1994","23.0","R","Florida State","1628504","2017-18","2018-03-12T00:47:38.694"
"1628506_1610612739_2017-18","1610612739","2017","00","London Perrantes","15","G","6-2","190","OCT 03, 1994","23.0","R","Virginia","1628506","2017-18","2018-03-19T14:36:33.05"
"1628510_1610612737_2017-18","1610612737","2017","00","Andrew White III","4","F","6-7","210","JUN 16, 1993","24.0","R","Syracuse","1628510","2017-18","2018-04-13T22:39:11.529"
"1628513_1610612762_2017-18","1610612762","2017","00","Naz Mitrou-Long","30","G","6-4","218","AUG 03, 1993","24.0","R","Iowa State","1628513","2017-18","2018-01-21T08:33:13.123"
"1628518_1610612750_2017-18","1610612750","2017","00","Amile Jefferson","10","F","6-9","224","MAY 07, 1993","24.0","R","Duke","1628518","2017-18","2018-04-13T22:39:11.529"
"1628537_1610612737_2017-18","1610612737","2017","00","Jaylen Morris","3","G","6-5","185","SEP 19, 1995","22.0","R","Molloy","1628537","2017-18","2018-04-13T22:39:11.529"
"1628571_1610612762_2017-18","1610612762","2017","00","Erik McCree","21","F","6-8","225","DEC 20, 1993","24.0","R","Louisiana Tech","1628571","2017-18","2018-04-13T22:39:11.529"
"1628681_1610612753_2017-18","1610612753","2017","00","Rodney Purvis","15","G","6-4","205","FEB 14, 1994","24.0","R","Connecticut","1628681","2017-18","2018-04-13T22:39:11.529"
"1713_1610612758_2017-18","1610612758","2017","00","Vince Carter","15","G-F","6-6","220","JAN 26, 1977","41.0","19","North Carolina","1713","2017-18","2018-04-13T22:39:11.529"
"1717_1610612742_2017-18","1610612742","2017","00","Dirk Nowitzki","41","C-F","7-0","245","JUN 19, 1978","39.0","19","Wurzburg, Germany","1717","2017-18","2018-04-13T22:39:11.529"
"1891_1610612749_2017-18","1610612749","2017","00","Jason Terry","3","G","6-2","185","SEP 15, 1977","40.0","18","Arizona","1891","2017-18","2018-04-13T22:39:11.529"
"1938_1610612759_2017-18","1610612759","2017","00","Manu Ginobili","20","G","6-6","205","JUL 28, 1977","40.0","15","Bahia Blanca, Argentina","1938","2017-18","2018-04-13T22:39:11.529"
"200746_1610612759_2017-18","1610612759","2017","00","LaMarcus Aldridge","12","F","6-11","260","JUL 19, 1985","32.0","11","Texas","200746","2017-18","2018-04-13T22:39:11.529"
"200752_1610612759_2017-18","1610612759","2017","00","Rudy Gay","22","F","6-8","230","AUG 17, 1986","31.0","11","Connecticut","200752","2017-18","2018-04-13T22:39:11.529"
"200755_1610612755_2017-18","1610612755","2017","00","JJ Redick","17","G-F","6-4","200","JUN 24, 1984","33.0","11","Duke","200755","2017-18","2018-04-13T22:39:11.529"
"200757_1610612762_2017-18","1610612762","2017","00","Thabo Sefolosha","22","F","6-7","220","MAY 02, 1984","33.0","11","Vevey, Switzerland","200757","2017-18","2018-04-13T22:39:11.529"
"200765_1610612740_2017-18","1610612740","2017","00","Rajon Rondo","9","G","6-1","186","FEB 22, 1986","32.0","11","Kentucky","200765","2017-18","2018-04-13T22:39:11.529"
"200768_1610612761_2017-18","1610612761","2017","00","Kyle Lowry","7","G","6-0","205","MAR 25, 1986","32.0","11","Villanova","200768","2017-18","2018-04-13T22:39:11.529"
"200782_1610612745_2017-18","1610612745","2017","00","PJ Tucker","4","F","6-6","245","MAY 05, 1985","32.0","6","Texas","200782","2017-18","2018-04-13T22:39:11.529"
"200794_1610612743_2017-18","1610612743","2017","00","Paul Millsap","4","F","6-8","246","FEB 10, 1985","33.0","11","Louisiana Tech","200794","2017-18","2018-04-13T22:39:11.529"
"200826_1610612742_2017-18","1610612742","2017","00","J.J. Barea","5","G","6-0","185","JUN 26, 1984","33.0","11","Northeastern","200826","2017-18","2018-04-13T22:39:11.529"
"201142_1610612744_2017-18","1610612744","2017","00","Kevin Durant","35","F","6-9","240","SEP 29, 1988","29.0","10","Texas","201142","2017-18","2018-04-13T22:39:11.529"
"201143_1610612738_2017-18","1610612738","2017","00","Al Horford","42","F-C","6-10","245","JUN 03, 1986","31.0","10","Florida","201143","2017-18","2018-04-13T22:39:11.529"
"201144_1610612763_2017-18","1610612763","2017","00","Mike Conley","11","G","6-1","175","OCT 11, 1987","30.0","10","Ohio State","201144","2017-18","2018-04-13T22:39:11.529"
"201145_1610612739_2017-18","1610612739","2017","00","Jeff Green","32","F","6-9","235","AUG 28, 1986","31.0","9","Georgetown","201145","2017-18","2018-04-13T22:39:11.529"
"201147_1610612747_2017-18","1610612747","2017","00","Corey Brewer","3","F","6-9","186","MAR 05, 1986","31.0","10","Florida","201147","2017-18","2018-02-14T04:58:03.217"
"201147_1610612760_2017-18","1610612760","2017","00","Corey Brewer","3","G-F","6-9","186","MAR 05, 1986","32.0","10","Florida","201147","2017-18","2018-04-13T22:39:11.529"
"201148_1610612745_2017-18","1610612745","2017","00","Brandan Wright","32","F-C","6-10","235","OCT 05, 1987","30.0","9","North Carolina","201148","2017-18","2018-03-19T14:36:33.05"
"201148_1610612763_2017-18","1610612763","2017","00","Brandan Wright","34","F-C","6-10","235","OCT 05, 1987","30.0","9","North Carolina","201148","2017-18","2018-02-04T07:40:59.388"
"201149_1610612752_2017-18","1610612752","2017","00","Joakim Noah","13","C","6-11","230","FEB 25, 1985","33.0","10","Florida","201149","2017-18","2018-04-13T22:39:11.529"
"201152_1610612754_2017-18","1610612754","2017","00","Thaddeus Young","21","F","6-8","230","JUN 21, 1988","29.0","10","Georgia Tech","201152","2017-18","2018-04-13T22:39:11.529"
"201156_1610612744_2017-18","1610612744","2017","00","Nick Young","6","G-F","6-7","210","JUN 01, 1985","32.0","10","Southern California","201156","2017-18","2018-04-13T22:39:11.529"
"201158_1610612737_2017-18","1610612737","2017","00","Marco Belinelli","3","G-F","6-5","210","MAR 25, 1986","31.0","10","Bologna, Italy","201158","2017-18","2018-02-04T07:40:59.388"
"201158_1610612755_2017-18","1610612755","2017","00","Marco Belinelli","18","G-F","6-5","210","MAR 25, 1986","32.0","10","Bologna, Italy","201158","2017-18","2018-04-13T22:39:11.529"
